origin,pct_not_fast_lcp,name
https://aiaa-dpw.larc.nasa.gov,0.018799999999999872,desktop
https://open.defense.gov,0.076199999999999948,phone
https://capnhq.gov,0.015699999999999995,phone
https://waysandmeans.house.gov,0.043200000000000072,desktop
https://maps.waterdata.usgs.gov,0.037500000000000019,desktop
https://www.paul.senate.gov,0.16719999999999965,phone
https://elra-ext.usps.gov,0.0012000000000000031,desktop
https://www.childwelfare.gov,0.049800000000000628,desktop
https://ethics.house.gov,0.047300000000000626,desktop
https://ccracommunity.va.gov,0.12850000000000322,desktop
https://eximonline.exim.gov,0.068500000000000255,desktop
https://www.ppo.marines.mil,0.12509999999999952,phone
https://crs.od.nih.gov,0.19050000000000017,
https://wassermanschultz.house.gov,0.0513000000000003,phone
https://bhw.hrsa.gov,0.018299999999999855,desktop
https://www.swt.usace.army.mil,0.1219999999999994,phone
https://list.nih.gov,0.016399999999999589,desktop
https://pawg.cap.gov,0.078000000000000236,desktop
https://www.178wing.ang.af.mil,0.2626999999999991,
https://neurobiobank.nih.gov,0.08880000000000017,desktop
https://ruc.noaa.gov,0.030400000000000076,phone
https://www.167aw.ang.af.mil,0.028400000000000005,desktop
https://heald.nga.gov,0.14869999999999955,desktop
https://ffiec.cfpb.gov,0.024300000000000075,phone
https://sbg.jpl.nasa.gov,0.29740000000000016,desktop
https://waterdata.usgs.gov,0.047300000000000009,desktop
https://atterbury.jobcorps.gov,0.03740000000000003,desktop
https://www.stopbullying.gov,0.078500000000000569,phone
https://gsrs.ncats.nih.gov,0.33490000000000425,desktop
https://userdocuments.nasa.gov,0.24349999999999924,desktop
https://infosys.ars.usda.gov,0.068100000000000147,phone
https://waterdata.ibwc.gov,0.56349999999999789,
https://raymond-bliss.tricare.mil,0.0407,desktop
https://juliabrownley.house.gov,0.1119000000000004,phone
https://www.atf.gov,0.011600000000000036,desktop
https://bishop.house.gov,0.10340000000000041,desktop
https://www.esc.gov,0.056800000000000059,phone
https://bpajobs.usajobs.gov,0.00999999999999994,phone
https://it.usembassy.gov,0.0047999999999999944,tablet
https://tele.fnal.gov,0.02119999999999999,desktop
https://charterschoolcenter.ed.gov,0.023999999999999955,desktop
https://wiki.anl.gov,0.0073000000000000027,desktop
https://mh.usembassy.gov,0.22530000000000083,phone
https://power.larc.nasa.gov,0.2305000000000047,desktop
https://gis.fema.gov,0.023800000000000005,desktop
https://www.3rdmaw.marines.mil,0.12210000000000035,phone
https://www.afmc.af.mil,0.15070000000000008,phone
https://www.desertpacific.va.gov,0.21090000000000006,phone
https://reeis.usda.gov,0.061200000000000226,desktop
https://idm-tmng.uspto.gov,0.27779999999999511,desktop
https://www.bmtflightphotos.af.mil,0.012100000000000005,phone
https://info.nicic.gov,0.10220000000000007,phone
https://prologue.blogs.archives.gov,0.0021999999999999936,tablet
https://space.jpl.nasa.gov,0.010400000000000026,phone
https://www.aev.class.noaa.gov,0.089399999999999674,desktop
https://www.sci.va.gov,0.21480000000000005,desktop
https://wrightpatterson.tricare.mil,0.040899999999999555,phone
https://elmendorfrichardson.tricare.mil,0.070400000000000046,phone
https://skyview.gsfc.nasa.gov,0.13080000000000086,desktop
https://phil.cdc.gov,0.28669999999998341,desktop
https://lscms.fema.gov,0.021900000000000051,desktop
https://www.txnp.uscourts.gov,0.1087000000000018,phone
https://www.certify.sba.gov,0.0043999999999999855,phone
https://nicsezcheckfbi.gov,0.020500000000000011,desktop
https://www.prevention.va.gov,0.25760000000000327,phone
https://aguilar.house.gov,0.061400000000000017,desktop
https://results.usaid.gov,0.33269999999999894,phone
https://covid.cdc.gov,0.037700000000000712,phone
https://www.warrelatedillness.va.gov,0.19600000000000162,phone
https://li-public.fmcsa.dot.gov,0.00070000000000000053,phone
https://glovis.usgs.gov,0.058000000000000142,phone
https://inws.ncep.noaa.gov,0.039300000000000286,phone
https://grantsgovprod.wordpress.com,0.064300000000000773,phone
https://wiki.earthdata.nasa.gov,0.21770000000000117,desktop
https://cline.house.gov,0.047499999999999938,phone
https://david.ncifcrf.gov,0.045299999999999778,desktop
https://mikegarcia.house.gov,0.029500000000000057,phone
https://ceds.ed.gov,0.11529999999999989,phone
https://cmr.earthdata.nasa.gov,0.52869999999998285,desktop
https://oceanservice.noaa.gov,0.058699999999999912,desktop
https://www.lrp.nih.gov,0.046899999999999942,phone
https://sws.nrel.gov,0.051400000000000064,phone
https://scottpeters.house.gov,0.03649999999999972,phone
https://www.nlm.nih.gov,0.066700000000000079,desktop
https://www.bja.ojp.gov,0.14779999999999871,
https://homeland.house.gov,0.0482000000000003,desktop
https://about.usps.com,0.011299999999999933,desktop
https://www.sad.usace.army.mil,0.068900000000000072,phone
https://grantsgovprod.wordpress.com,0.0017999999999999846,tablet
https://usich.gov,0.068900000000000391,phone
https://tmsearch.uspto.gov,0.059400000000000439,phone
https://windexchange.energy.gov,0.18530000000000107,phone
https://www.trade.gov,0.090200000000000807,desktop
https://www.incirlik.af.mil,0.25289999999999974,phone
https://coralreefwatch.noaa.gov,0.12160000000000003,desktop
https://weather.ndc.nasa.gov,0.074300000000000463,phone
https://reproductiverights.gov,0.042999999999999983,phone
https://www.scb.uscourts.gov,0.029200000000000011,phone
https://crenshaw.house.gov,0.035300000000000109,desktop
https://www.12af.acc.af.mil,0.19089999999999929,phone
https://ncvhs.hhs.gov,0.45049999999999613,
https://periodic.lanl.gov,0.10000000000000157,phone
https://www.oversight.gov,0.14320000000000202,phone
https://trek.nasa.gov,0.101400000000001,tablet
https://pubs.usgs.gov,0.084100000000000466,phone
https://www.usda.gov,0.048999999999999953,phone
https://mobile.va.gov,0.4223999999999824,phone
https://www.1stmlg.marines.mil,0.054600000000000086,desktop
https://cit.nih.gov,0.212,desktop
https://www.txnb.uscourts.gov,0.008700000000000048,phone
https://about.lanl.gov,0.041000000000000085,phone
https://programportal.hrsa.gov,0.062699999999999645,phone
https://open.fda.gov,0.1065000000000005,desktop
https://photojournal.jpl.nasa.gov,0.029700000000000098,desktop
https://lk.usembassy.gov,0.53189999999999471,phone
https://aqua.nasa.gov,0.10029999999999974,phone
https://www.resilience.af.mil,0.094099999999999767,phone
https://raresource.nih.gov,0.49649999999999933,
https://www.512aw.afrc.af.mil,0.18079999999999966,phone
https://landsat.gsfc.nasa.gov,0.12510000000000129,phone
https://forum.earthdata.nasa.gov,0.27579999999999949,desktop
https://my.americorps.gov,0.014500000000000055,phone
https://www.usajobs.gov,0.016299999999999808,phone
https://www.txwb.uscourts.gov,0.046899999999999532,desktop
https://www.llnl.gov,0.034599999999999596,phone
